"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","IMMIGINFLOW","TOT","NBR","A","2003",125862.418,
"AUS","IMMIGINFLOW","TOT","NBR","A","2004",149990.596,
"AUS","IMMIGINFLOW","TOT","NBR","A","2005",167319.197,
"AUS","IMMIGINFLOW","TOT","NBR","A","2006",179806.822,
"AUS","IMMIGINFLOW","TOT","NBR","A","2007",191905.255,
"AUS","IMMIGINFLOW","TOT","NBR","A","2008",205938.935,
"AUS","IMMIGINFLOW","TOT","NBR","A","2009",220981,
"AUS","IMMIGINFLOW","TOT","NBR","A","2010",208489,
"AUS","IMMIGINFLOW","TOT","NBR","A","2011",219478,
"AUS","IMMIGINFLOW","TOT","NBR","A","2012",245080,
"AUS","IMMIGINFLOW","TOT","NBR","A","2013",253492,
"AUS","IMMIGINFLOW","TOT","NBR","A","2014",231380,
"AUT","IMMIGINFLOW","TOT","NBR","A","2003",51943,
"AUT","IMMIGINFLOW","TOT","NBR","A","2004",57140,
"AUT","IMMIGINFLOW","TOT","NBR","A","2005",56813,
"AUT","IMMIGINFLOW","TOT","NBR","A","2006",30788,
"AUT","IMMIGINFLOW","TOT","NBR","A","2007",47119,
"AUT","IMMIGINFLOW","TOT","NBR","A","2008",49529,
"AUT","IMMIGINFLOW","TOT","NBR","A","2009",45689,
"AUT","IMMIGINFLOW","TOT","NBR","A","2010",45914,
"AUT","IMMIGINFLOW","TOT","NBR","A","2011",55197,
"AUT","IMMIGINFLOW","TOT","NBR","A","2012",70815,
"AUT","IMMIGINFLOW","TOT","NBR","A","2013",70753,
"AUT","IMMIGINFLOW","TOT","NBR","A","2014",80870,
"BEL","IMMIGINFLOW","TOT","NBR","A","2005",41687.47,
"BEL","IMMIGINFLOW","TOT","NBR","A","2006",42533.79,
"BEL","IMMIGINFLOW","TOT","NBR","A","2007",83115.156,
"BEL","IMMIGINFLOW","TOT","NBR","A","2008",94952.626,
"BEL","IMMIGINFLOW","TOT","NBR","A","2009",95501.658,
"BEL","IMMIGINFLOW","TOT","NBR","A","2010",96713,
"BEL","IMMIGINFLOW","TOT","NBR","A","2011",95564,
"BEL","IMMIGINFLOW","TOT","NBR","A","2012",98964,
"BEL","IMMIGINFLOW","TOT","NBR","A","2013",93573,
"BEL","IMMIGINFLOW","TOT","NBR","A","2014",98636,
"CAN","IMMIGINFLOW","TOT","NBR","A","1995",212565,
"CAN","IMMIGINFLOW","TOT","NBR","A","1996",225924,
"CAN","IMMIGINFLOW","TOT","NBR","A","1997",215992,
"CAN","IMMIGINFLOW","TOT","NBR","A","1998",174190,
"CAN","IMMIGINFLOW","TOT","NBR","A","1999",189952,
"CAN","IMMIGINFLOW","TOT","NBR","A","2000",227470,
"CAN","IMMIGINFLOW","TOT","NBR","A","2001",250656,
"CAN","IMMIGINFLOW","TOT","NBR","A","2002",232604,
"CAN","IMMIGINFLOW","TOT","NBR","A","2003",228664,
"CAN","IMMIGINFLOW","TOT","NBR","A","2004",237681,
"CAN","IMMIGINFLOW","TOT","NBR","A","2005",262943,
"CAN","IMMIGINFLOW","TOT","NBR","A","2006",252504,
"CAN","IMMIGINFLOW","TOT","NBR","A","2007",237620,
"CAN","IMMIGINFLOW","TOT","NBR","A","2008",248130,
"CAN","IMMIGINFLOW","TOT","NBR","A","2009",253101,
"CAN","IMMIGINFLOW","TOT","NBR","A","2010",281262,
"CAN","IMMIGINFLOW","TOT","NBR","A","2011",249292,
"CAN","IMMIGINFLOW","TOT","NBR","A","2012",258347,
"CAN","IMMIGINFLOW","TOT","NBR","A","2013",262773,
"CAN","IMMIGINFLOW","TOT","NBR","A","2014",261310,
"CZE","IMMIGINFLOW","TOT","NBR","A","1997",12812,
"CZE","IMMIGINFLOW","TOT","NBR","A","1998",10702,
"CZE","IMMIGINFLOW","TOT","NBR","A","1999",9870,
"CZE","IMMIGINFLOW","TOT","NBR","A","2000",7766,
"CZE","IMMIGINFLOW","TOT","NBR","A","2001",12880,
"CZE","IMMIGINFLOW","TOT","NBR","A","2002",42789,
"CZE","IMMIGINFLOW","TOT","NBR","A","2003",57117,
"CZE","IMMIGINFLOW","TOT","NBR","A","2004",49671.599,
"CZE","IMMIGINFLOW","TOT","NBR","A","2005",55926.055,
"CZE","IMMIGINFLOW","TOT","NBR","A","2006",63016.6,
"CZE","IMMIGINFLOW","TOT","NBR","A","2007",98781,
"CZE","IMMIGINFLOW","TOT","NBR","A","2008",71819.4,
"CZE","IMMIGINFLOW","TOT","NBR","A","2009",38973,
"CZE","IMMIGINFLOW","TOT","NBR","A","2010",30515,
"CZE","IMMIGINFLOW","TOT","NBR","A","2011",22590,
"DNK","IMMIGINFLOW","TOT","NBR","A","2003",16761.621,
"DNK","IMMIGINFLOW","TOT","NBR","A","2004",17582.127,
"DNK","IMMIGINFLOW","TOT","NBR","A","2005",18217.918,
"DNK","IMMIGINFLOW","TOT","NBR","A","2006",20534.481,
"DNK","IMMIGINFLOW","TOT","NBR","A","2007",26392.289,
"DNK","IMMIGINFLOW","TOT","NBR","A","2008",41190.342,
"DNK","IMMIGINFLOW","TOT","NBR","A","2009",33424,
"DNK","IMMIGINFLOW","TOT","NBR","A","2010",37440.537,
"DNK","IMMIGINFLOW","TOT","NBR","A","2011",36695.346,
"DNK","IMMIGINFLOW","TOT","NBR","A","2012",39650.065,
"DNK","IMMIGINFLOW","TOT","NBR","A","2013",47651.763,
"DNK","IMMIGINFLOW","TOT","NBR","A","2014",55058.231,
"FIN","IMMIGINFLOW","TOT","NBR","A","1995",7345,
"FIN","IMMIGINFLOW","TOT","NBR","A","1996",7539,
"FIN","IMMIGINFLOW","TOT","NBR","A","1997",8147,
"FIN","IMMIGINFLOW","TOT","NBR","A","1998",8340,
"FIN","IMMIGINFLOW","TOT","NBR","A","1999",7937,
"FIN","IMMIGINFLOW","TOT","NBR","A","2000",9108,
"FIN","IMMIGINFLOW","TOT","NBR","A","2001",11037,
"FIN","IMMIGINFLOW","TOT","NBR","A","2002",9972,
"FIN","IMMIGINFLOW","TOT","NBR","A","2003",9432,
"FIN","IMMIGINFLOW","TOT","NBR","A","2004",11511,
"FIN","IMMIGINFLOW","TOT","NBR","A","2005",12744,
"FIN","IMMIGINFLOW","TOT","NBR","A","2006",13868,
"FIN","IMMIGINFLOW","TOT","NBR","A","2007",17504,
"FIN","IMMIGINFLOW","TOT","NBR","A","2008",19906,
"FIN","IMMIGINFLOW","TOT","NBR","A","2009",18087,
"FIN","IMMIGINFLOW","TOT","NBR","A","2010",18212,
"FIN","IMMIGINFLOW","TOT","NBR","A","2011",20416,
"FIN","IMMIGINFLOW","TOT","NBR","A","2012",23334,
"FIN","IMMIGINFLOW","TOT","NBR","A","2013",23873,
"FIN","IMMIGINFLOW","TOT","NBR","A","2014",23647,
"FRA","IMMIGINFLOW","TOT","NBR","A","2001",137903,
"FRA","IMMIGINFLOW","TOT","NBR","A","2002",153795,
"FRA","IMMIGINFLOW","TOT","NBR","A","2003",170184,
"FRA","IMMIGINFLOW","TOT","NBR","A","2004",198573,
"FRA","IMMIGINFLOW","TOT","NBR","A","2005",198512,
"FRA","IMMIGINFLOW","TOT","NBR","A","2006",209726,
"FRA","IMMIGINFLOW","TOT","NBR","A","2007",207015,
"FRA","IMMIGINFLOW","TOT","NBR","A","2008",213777,
"FRA","IMMIGINFLOW","TOT","NBR","A","2009",210478,
"FRA","IMMIGINFLOW","TOT","NBR","A","2010",221113,
"FRA","IMMIGINFLOW","TOT","NBR","A","2011",227580,
"FRA","IMMIGINFLOW","TOT","NBR","A","2012",245838,
"FRA","IMMIGINFLOW","TOT","NBR","A","2013",255584,
"FRA","IMMIGINFLOW","TOT","NBR","A","2014",251924,
"DEU","IMMIGINFLOW","TOT","NBR","A","1999",263710,
"DEU","IMMIGINFLOW","TOT","NBR","A","2000",264138,
"DEU","IMMIGINFLOW","TOT","NBR","A","2001",287281,
"DEU","IMMIGINFLOW","TOT","NBR","A","2002",257250,
"DEU","IMMIGINFLOW","TOT","NBR","A","2003",231275,
"DEU","IMMIGINFLOW","TOT","NBR","A","2004",230502.073,
"DEU","IMMIGINFLOW","TOT","NBR","A","2005",196635.738,
"DEU","IMMIGINFLOW","TOT","NBR","A","2006",165281.434,
"DEU","IMMIGINFLOW","TOT","NBR","A","2007",232870,
"DEU","IMMIGINFLOW","TOT","NBR","A","2008",228329,
"DEU","IMMIGINFLOW","TOT","NBR","A","2009",201452.108,
"DEU","IMMIGINFLOW","TOT","NBR","A","2010",222466.509,
"DEU","IMMIGINFLOW","TOT","NBR","A","2011",290791.023,
"DEU","IMMIGINFLOW","TOT","NBR","A","2012",400197,
"DEU","IMMIGINFLOW","TOT","NBR","A","2013",468822.938,
"DEU","IMMIGINFLOW","TOT","NBR","A","2014",574467.091,
"IRL","IMMIGINFLOW","TOT","NBR","A","2002",43510,
"IRL","IMMIGINFLOW","TOT","NBR","A","2003",43150,
"IRL","IMMIGINFLOW","TOT","NBR","A","2004",24741,
"IRL","IMMIGINFLOW","TOT","NBR","A","2005",66100,
"IRL","IMMIGINFLOW","TOT","NBR","A","2006",85909.062,
"IRL","IMMIGINFLOW","TOT","NBR","A","2007",82574.582,
"IRL","IMMIGINFLOW","TOT","NBR","A","2008",61096,
"IRL","IMMIGINFLOW","TOT","NBR","A","2009",33008,
"IRL","IMMIGINFLOW","TOT","NBR","A","2010",23457,
"IRL","IMMIGINFLOW","TOT","NBR","A","2011",26275,
"IRL","IMMIGINFLOW","TOT","NBR","A","2012",24319,
"IRL","IMMIGINFLOW","TOT","NBR","A","2013",28153.371,
"IRL","IMMIGINFLOW","TOT","NBR","A","2014",30539,
"ITA","IMMIGINFLOW","TOT","NBR","A","2003",108538,
"ITA","IMMIGINFLOW","TOT","NBR","A","2004",153845,
"ITA","IMMIGINFLOW","TOT","NBR","A","2005",183799.844,
"ITA","IMMIGINFLOW","TOT","NBR","A","2006",173295,
"ITA","IMMIGINFLOW","TOT","NBR","A","2007",571865,
"ITA","IMMIGINFLOW","TOT","NBR","A","2008",490391,
"ITA","IMMIGINFLOW","TOT","NBR","A","2009",390329,
"ITA","IMMIGINFLOW","TOT","NBR","A","2010",355714,
"ITA","IMMIGINFLOW","TOT","NBR","A","2011",317271,
"ITA","IMMIGINFLOW","TOT","NBR","A","2012",274400.42,
"ITA","IMMIGINFLOW","TOT","NBR","A","2013",251384.608,
"ITA","IMMIGINFLOW","TOT","NBR","A","2014",204100.944,
"JPN","IMMIGINFLOW","TOT","NBR","A","1995",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1996",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1997",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1998",75706,
"JPN","IMMIGINFLOW","TOT","NBR","A","1999",81805,
"JPN","IMMIGINFLOW","TOT","NBR","A","2000",107853.345,
"JPN","IMMIGINFLOW","TOT","NBR","A","2001",88479.85,
"JPN","IMMIGINFLOW","TOT","NBR","A","2002",72893.681,
"JPN","IMMIGINFLOW","TOT","NBR","A","2003",87529.426,
"JPN","IMMIGINFLOW","TOT","NBR","A","2004",94093.457,
"JPN","IMMIGINFLOW","TOT","NBR","A","2005",98725.448,
"JPN","IMMIGINFLOW","TOT","NBR","A","2006",104076,
"JPN","IMMIGINFLOW","TOT","NBR","A","2007",108512,
"JPN","IMMIGINFLOW","TOT","NBR","A","2008",97739,
"JPN","IMMIGINFLOW","TOT","NBR","A","2009",65490,
"JPN","IMMIGINFLOW","TOT","NBR","A","2010",55675,
"JPN","IMMIGINFLOW","TOT","NBR","A","2011",59111,
"JPN","IMMIGINFLOW","TOT","NBR","A","2012",66375,
"JPN","IMMIGINFLOW","TOT","NBR","A","2013",57317,
"JPN","IMMIGINFLOW","TOT","NBR","A","2014",63920,
"KOR","IMMIGINFLOW","TOT","NBR","A","2000",16164,
"KOR","IMMIGINFLOW","TOT","NBR","A","2001",19564,
"KOR","IMMIGINFLOW","TOT","NBR","A","2002",21799,
"KOR","IMMIGINFLOW","TOT","NBR","A","2003",29963,
"KOR","IMMIGINFLOW","TOT","NBR","A","2004",39211,
"KOR","IMMIGINFLOW","TOT","NBR","A","2005",43569,
"KOR","IMMIGINFLOW","TOT","NBR","A","2006",43071,
"KOR","IMMIGINFLOW","TOT","NBR","A","2007",44175,
"KOR","IMMIGINFLOW","TOT","NBR","A","2008",39049,
"KOR","IMMIGINFLOW","TOT","NBR","A","2009",36701,
"KOR","IMMIGINFLOW","TOT","NBR","A","2010",51085,
"KOR","IMMIGINFLOW","TOT","NBR","A","2011",56926,
"KOR","IMMIGINFLOW","TOT","NBR","A","2012",55590,
"KOR","IMMIGINFLOW","TOT","NBR","A","2013",66713,
"KOR","IMMIGINFLOW","TOT","NBR","A","2014",75736,
"MEX","IMMIGINFLOW","TOT","NBR","A","1996",3495,
"MEX","IMMIGINFLOW","TOT","NBR","A","1997",4127,
"MEX","IMMIGINFLOW","TOT","NBR","A","1998",4369,
"MEX","IMMIGINFLOW","TOT","NBR","A","1999",5371,
"MEX","IMMIGINFLOW","TOT","NBR","A","2000",6414,
"MEX","IMMIGINFLOW","TOT","NBR","A","2001",8053,
"MEX","IMMIGINFLOW","TOT","NBR","A","2002",5828,
"MEX","IMMIGINFLOW","TOT","NBR","A","2003",4817,
"MEX","IMMIGINFLOW","TOT","NBR","A","2004",8513,
"MEX","IMMIGINFLOW","TOT","NBR","A","2005",9172,
"MEX","IMMIGINFLOW","TOT","NBR","A","2006",6874,
"MEX","IMMIGINFLOW","TOT","NBR","A","2007",6820,
"MEX","IMMIGINFLOW","TOT","NBR","A","2008",15103,
"MEX","IMMIGINFLOW","TOT","NBR","A","2009",23852,
"MEX","IMMIGINFLOW","TOT","NBR","A","2010",26402,
"MEX","IMMIGINFLOW","TOT","NBR","A","2011",21726,
"MEX","IMMIGINFLOW","TOT","NBR","A","2012",20950,
"MEX","IMMIGINFLOW","TOT","NBR","A","2013",54969,
"MEX","IMMIGINFLOW","TOT","NBR","A","2014",43480.003,
"NLD","IMMIGINFLOW","TOT","NBR","A","1995",0,
"NLD","IMMIGINFLOW","TOT","NBR","A","1996",0,
"NLD","IMMIGINFLOW","TOT","NBR","A","1997",65727.321,
"NLD","IMMIGINFLOW","TOT","NBR","A","1998",68582.334,
"NLD","IMMIGINFLOW","TOT","NBR","A","1999",57778.322,
"NLD","IMMIGINFLOW","TOT","NBR","A","2000",66167.471,
"NLD","IMMIGINFLOW","TOT","NBR","A","2001",69961.222,
"NLD","IMMIGINFLOW","TOT","NBR","A","2002",66752.07,
"NLD","IMMIGINFLOW","TOT","NBR","A","2003",65176.538,
"NLD","IMMIGINFLOW","TOT","NBR","A","2004",64812.738,
"NLD","IMMIGINFLOW","TOT","NBR","A","2005",69395.699,
"NLD","IMMIGINFLOW","TOT","NBR","A","2006",73109,
"NLD","IMMIGINFLOW","TOT","NBR","A","2007",76786,
"NLD","IMMIGINFLOW","TOT","NBR","A","2008",87021.5,
"NLD","IMMIGINFLOW","TOT","NBR","A","2009",87356.5,
"NLD","IMMIGINFLOW","TOT","NBR","A","2010",93834.5,
"NLD","IMMIGINFLOW","TOT","NBR","A","2011",104198,
"NLD","IMMIGINFLOW","TOT","NBR","A","2012",99947.2,
"NLD","IMMIGINFLOW","TOT","NBR","A","2013",109242.958,
"NLD","IMMIGINFLOW","TOT","NBR","A","2014",124111.693,
"NZL","IMMIGINFLOW","TOT","NBR","A","2001",57983,
"NZL","IMMIGINFLOW","TOT","NBR","A","2002",52970,
"NZL","IMMIGINFLOW","TOT","NBR","A","2003",48244,
"NZL","IMMIGINFLOW","TOT","NBR","A","2004",41592,
"NZL","IMMIGINFLOW","TOT","NBR","A","2005",59244,
"NZL","IMMIGINFLOW","TOT","NBR","A","2006",54637,
"NZL","IMMIGINFLOW","TOT","NBR","A","2007",51713,
"NZL","IMMIGINFLOW","TOT","NBR","A","2008",51168,
"NZL","IMMIGINFLOW","TOT","NBR","A","2009",47461,
"NZL","IMMIGINFLOW","TOT","NBR","A","2010",48488,
"NZL","IMMIGINFLOW","TOT","NBR","A","2011",44493,
"NZL","IMMIGINFLOW","TOT","NBR","A","2012",42672,
"NZL","IMMIGINFLOW","TOT","NBR","A","2013",45077,
"NZL","IMMIGINFLOW","TOT","NBR","A","2014",49939,
"NOR","IMMIGINFLOW","TOT","NBR","A","2003",23097.94,
"NOR","IMMIGINFLOW","TOT","NBR","A","2004",24948,
"NOR","IMMIGINFLOW","TOT","NBR","A","2005",25769,
"NOR","IMMIGINFLOW","TOT","NBR","A","2006",28006,
"NOR","IMMIGINFLOW","TOT","NBR","A","2007",43886,
"NOR","IMMIGINFLOW","TOT","NBR","A","2008",49329.87,
"NOR","IMMIGINFLOW","TOT","NBR","A","2009",48939.176,
"NOR","IMMIGINFLOW","TOT","NBR","A","2010",56789.753,
"NOR","IMMIGINFLOW","TOT","NBR","A","2011",61583.291,
"NOR","IMMIGINFLOW","TOT","NBR","A","2012",59853.705,
"NOR","IMMIGINFLOW","TOT","NBR","A","2013",60313.294,
"NOR","IMMIGINFLOW","TOT","NBR","A","2014",55634.664,
"PRT","IMMIGINFLOW","TOT","NBR","A","1999",9957.521,
"PRT","IMMIGINFLOW","TOT","NBR","A","2000",15332.679,
"PRT","IMMIGINFLOW","TOT","NBR","A","2001",13776.224,
"PRT","IMMIGINFLOW","TOT","NBR","A","2002",13072.653,
"PRT","IMMIGINFLOW","TOT","NBR","A","2003",11046.787,
"PRT","IMMIGINFLOW","TOT","NBR","A","2004",13093.798,
"PRT","IMMIGINFLOW","TOT","NBR","A","2005",11507,
"PRT","IMMIGINFLOW","TOT","NBR","A","2006",25087,
"PRT","IMMIGINFLOW","TOT","NBR","A","2007",42837,
"PRT","IMMIGINFLOW","TOT","NBR","A","2008",65686,
"PRT","IMMIGINFLOW","TOT","NBR","A","2009",53816,
"PRT","IMMIGINFLOW","TOT","NBR","A","2010",41225,
"PRT","IMMIGINFLOW","TOT","NBR","A","2011",34320.628,
"PRT","IMMIGINFLOW","TOT","NBR","A","2012",27925.22,
"PRT","IMMIGINFLOW","TOT","NBR","A","2013",26391.52,
"PRT","IMMIGINFLOW","TOT","NBR","A","2014",30458.463,
"ESP","IMMIGINFLOW","TOT","NBR","A","2006",563164.56,
"ESP","IMMIGINFLOW","TOT","NBR","A","2007",645617.495,
"ESP","IMMIGINFLOW","TOT","NBR","A","2008",386658.698,
"ESP","IMMIGINFLOW","TOT","NBR","A","2009",315266.104,
"ESP","IMMIGINFLOW","TOT","NBR","A","2010",280357.827,
"ESP","IMMIGINFLOW","TOT","NBR","A","2011",273230.958,
"ESP","IMMIGINFLOW","TOT","NBR","A","2012",196326.765,
"ESP","IMMIGINFLOW","TOT","NBR","A","2013",180395.882,
"ESP","IMMIGINFLOW","TOT","NBR","A","2014",183564.981,
"SWE","IMMIGINFLOW","TOT","NBR","A","2000",47775,
"SWE","IMMIGINFLOW","TOT","NBR","A","2001",47879,
"SWE","IMMIGINFLOW","TOT","NBR","A","2002",47124,
"SWE","IMMIGINFLOW","TOT","NBR","A","2003",46777,
"SWE","IMMIGINFLOW","TOT","NBR","A","2004",46070,
"SWE","IMMIGINFLOW","TOT","NBR","A","2005",49795,
"SWE","IMMIGINFLOW","TOT","NBR","A","2006",78123,
"SWE","IMMIGINFLOW","TOT","NBR","A","2007",79857,
"SWE","IMMIGINFLOW","TOT","NBR","A","2008",76181,
"SWE","IMMIGINFLOW","TOT","NBR","A","2009",75778,
"SWE","IMMIGINFLOW","TOT","NBR","A","2010",66733,
"SWE","IMMIGINFLOW","TOT","NBR","A","2011",69739.897,
"SWE","IMMIGINFLOW","TOT","NBR","A","2012",80837.459,
"SWE","IMMIGINFLOW","TOT","NBR","A","2013",91057.077,
"SWE","IMMIGINFLOW","TOT","NBR","A","2014",100314.893,
"CHE","IMMIGINFLOW","TOT","NBR","A","2002",86914,
"CHE","IMMIGINFLOW","TOT","NBR","A","2003",79709,
"CHE","IMMIGINFLOW","TOT","NBR","A","2004",80728,
"CHE","IMMIGINFLOW","TOT","NBR","A","2005",78768,
"CHE","IMMIGINFLOW","TOT","NBR","A","2006",86311,
"CHE","IMMIGINFLOW","TOT","NBR","A","2007",122234,
"CHE","IMMIGINFLOW","TOT","NBR","A","2008",139137,
"CHE","IMMIGINFLOW","TOT","NBR","A","2009",114758,
"CHE","IMMIGINFLOW","TOT","NBR","A","2010",114988,
"CHE","IMMIGINFLOW","TOT","NBR","A","2011",124292,
"CHE","IMMIGINFLOW","TOT","NBR","A","2012",125590,
"CHE","IMMIGINFLOW","TOT","NBR","A","2013",135639,
"CHE","IMMIGINFLOW","TOT","NBR","A","2014",134579,
"GBR","IMMIGINFLOW","TOT","NBR","A","2003",253684.18,
"GBR","IMMIGINFLOW","TOT","NBR","A","2004",311993.83,
"GBR","IMMIGINFLOW","TOT","NBR","A","2005",363276.254,
"GBR","IMMIGINFLOW","TOT","NBR","A","2006",344273.353,
"GBR","IMMIGINFLOW","TOT","NBR","A","2007",386850,
"GBR","IMMIGINFLOW","TOT","NBR","A","2008",358149,
"GBR","IMMIGINFLOW","TOT","NBR","A","2009",387073,
"GBR","IMMIGINFLOW","TOT","NBR","A","2010",428400,
"GBR","IMMIGINFLOW","TOT","NBR","A","2011",352254,
"GBR","IMMIGINFLOW","TOT","NBR","A","2012",312042,
"GBR","IMMIGINFLOW","TOT","NBR","A","2013",310504,
"GBR","IMMIGINFLOW","TOT","NBR","A","2014",365429,
"USA","IMMIGINFLOW","TOT","NBR","A","1996",915560,
"USA","IMMIGINFLOW","TOT","NBR","A","1997",797847,
"USA","IMMIGINFLOW","TOT","NBR","A","1998",652779,
"USA","IMMIGINFLOW","TOT","NBR","A","1999",642876,
"USA","IMMIGINFLOW","TOT","NBR","A","2000",841002,
"USA","IMMIGINFLOW","TOT","NBR","A","2001",1058902,
"USA","IMMIGINFLOW","TOT","NBR","A","2002",1059356,
"USA","IMMIGINFLOW","TOT","NBR","A","2003",703542,
"USA","IMMIGINFLOW","TOT","NBR","A","2004",957883,
"USA","IMMIGINFLOW","TOT","NBR","A","2005",1122373,
"USA","IMMIGINFLOW","TOT","NBR","A","2006",1266264,
"USA","IMMIGINFLOW","TOT","NBR","A","2007",1052415,
"USA","IMMIGINFLOW","TOT","NBR","A","2008",1107126,
"USA","IMMIGINFLOW","TOT","NBR","A","2009",1130231,
"USA","IMMIGINFLOW","TOT","NBR","A","2010",1043259,
"USA","IMMIGINFLOW","TOT","NBR","A","2011",1062352,
"USA","IMMIGINFLOW","TOT","NBR","A","2012",1031907,
"USA","IMMIGINFLOW","TOT","NBR","A","2013",990753,
"USA","IMMIGINFLOW","TOT","NBR","A","2014",1016518,
"ISR","IMMIGINFLOW","TOT","NBR","A","2000",60192,
"ISR","IMMIGINFLOW","TOT","NBR","A","2001",43580,
"ISR","IMMIGINFLOW","TOT","NBR","A","2002",33565,
"ISR","IMMIGINFLOW","TOT","NBR","A","2003",23267,
"ISR","IMMIGINFLOW","TOT","NBR","A","2004",20898,
"ISR","IMMIGINFLOW","TOT","NBR","A","2005",21165,
"ISR","IMMIGINFLOW","TOT","NBR","A","2006",19267,
"ISR","IMMIGINFLOW","TOT","NBR","A","2007",18131,
"ISR","IMMIGINFLOW","TOT","NBR","A","2008",13699,
"ISR","IMMIGINFLOW","TOT","NBR","A","2009",14572,
"RUS","IMMIGINFLOW","TOT","NBR","A","2007",261097,
"RUS","IMMIGINFLOW","TOT","NBR","A","2008",284515,
"RUS","IMMIGINFLOW","TOT","NBR","A","2009",317119,
"RUS","IMMIGINFLOW","TOT","NBR","A","2010",229427,
"RUS","IMMIGINFLOW","TOT","NBR","A","2011",412645,
"LUX","IMMIGINFLOW","TOT","NBR","A","2012",17512,
"LUX","IMMIGINFLOW","TOT","NBR","A","2013",18034,
"LUX","IMMIGINFLOW","TOT","NBR","A","2014",18996,
